studyid,authors,Year,Outcome,Measure,includes_complete_dichotomous,setting,Studygroups,Studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,white_%_treat,white_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_incidents_treat,bl_person_time_treat,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_incidents_cont,bl_person_time_cont,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_incidents_treat,pt_person_time_treat,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_incidents_cont,pt_person_time_cont,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepted_violent,reported_accepting_violent,accepts_felons,reported_accepting_felons,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_treatment_completion_treat_%,pt_treatment_completion_treat_n,pt_treatment_completion_cont_%,pt_treatment_completion_cont_n,source,source_collapsed,source_published,organisation_or_research_group,research_design,stage_of_disposition,reported_single_judge,JOs_presiding_over_hearings_collapsed,report_team_training,report_JO training,report_judge_or_team_training,Average _minutes_review_hearing,report_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,Frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,frequent_rh_collapsed,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,reported_drug_or_alcohol_treatment_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_probation_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,overall_robins,ROB_confounding,ROB_participants,ROB_classification,ROB_deviation,ROB_missing,ROB_measurement,ROB_reporting
14,Moore & Hiday,2006,arrest severity,arrest severity,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35.65,NR,30.08,NR,68.29,72.68,60.98,45.4,12,4.13,NR,NR,NR,NR,82,6.62,NR,NR,NR,NR,183,NR,NR,NR,NR,12,Enrolment,During,6,NR,6,12,3.9,NR,NR,NR,NR,82,9.46,NR,NR,NR,NR,183,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,63.41,52,36.59,30,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,social services,NR,1,NR,8,2,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
14,Moore & Hiday,2006,arrest severity,arrest severity,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.23,NR,30.08,NR,69.23,NR,67.31,NR,12,3.04,NR,NR,NR,NR,52,6.62,NR,NR,NR,NR,183,NR,NR,NR,NR,12,Enrolment,During,6,NR,6,12,2.06,NR,NR,NR,NR,52,9.46,NR,NR,NR,NR,183,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,social services,NR,1,NR,8,2,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
15,Gurrera,2006,arrests,mean arrests,No,MHC,retrospective,None Reported,Graduates/Failures,1.1,NR,82,2.36,NR,183,NR,NR,NR,NR,35.12,NR,32.25,NR,68.29,72.68,60.98,45.4,12,1.04,NR,NR,74.88,864,72,0.91,NR,NR,65.52,864,72,NR,NR,NR,NR,12,Enrolment,During,6,7.56,4.44,NR,1.08,NR,NR,77.76,864,72,2.08,NR,NR,149.76,864,72,42.68,82,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,65.28,47,34.72,25,NR,NR,NR,NR,Thesis,Thesis,unpublished,Hiday,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,2,Yes,Yes,Yes,Graduated,Yes,Yes,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,multiple,NR,1,NR,11,NR,Yes,Yes,3,critical,critical,critical,moderate,NI,moderate,moderate,moderate
15,Gurrera,2006,arrests,arrest severity,No,MHC,retrospective,None Reported,Graduates,0.58,NR,52,NR,NR,NR,NR,NR,NR,NR,36.17,NR,NR,NR,69.23,NR,67.31,NR,12,0.93,NR,NR,43.71,564,47,NR,NR,NR,65.52,864,72,NR,NR,NR,NR,12,Enrolment,During,6,7.56,4.44,NR,0.59,NR,NR,27.73,564,47,NR,NR,NR,149.76,864,72,42.68,82,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,100,47,0,0,NR,NR,NR,NR,Thesis,Thesis,unpublished,Hiday,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,2,Yes,Yes,Yes,Graduated,Yes,Yes,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,multiple,NR,1,NR,11,NR,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
15,Gurrera,2006,arrest severity,arrest severity,No,MHC,retrospective,None Reported,Graduates/Failures,1.1,NR,82,2.36,NR,183,NR,NR,NR,NR,35.12,NR,32.25,NR,68.29,72.68,60.98,45.4,12,3.47,NR,NR,NR,NR,72,3.47,NR,NR,NR,NR,72,NR,NR,NR,NR,12,Enrolment,During,6,7.56,4.44,NR,3.47,NR,NR,NR,NR,72,8.4,NR,NR,NR,NR,72,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,65.28,47,34.72,25,NR,NR,NR,NR,Thesis,Thesis,unpublished,Hiday,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,2,Yes,Yes,Yes,Graduated,Yes,Yes,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,multiple,NR,1,NR,11,NR,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
15,Gurrera,2006,arrest severity,arrest severity,No,MHC,retrospective,None Reported,Graduates,0.58,NR,52,NR,NR,NR,NR,NR,NR,NR,36.17,NR,NR,NR,69.23,NR,67.31,NR,12,3.12,NR,NR,NR,NR,47,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,12,Enrolment,During,6,7.56,4.44,NR,2.08,NR,NR,NR,NR,47,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,100,47,0,0,NR,NR,NR,NR,Thesis,Thesis,unpublished,Hiday,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,2,Yes,Yes,Yes,Graduated,Yes,Yes,Monthly,whole treatment,monthly,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,multiple,NR,1,NR,11,NR,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
16,Hiday et al.,2016,arrests,mean arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.4,10.99,40.7,11.63,50,63,10,7,24,1.76,1.28,NR,718.08,9792,408,2.32,1.87,NR,1593.84,16488,687,NR,NR,NR,NR,24,Treatment Exit,Post,4,NR,24,24,0.75,1.3,NR,306,9792,408,1.16,1.64,NR,796.92,16488,687,38,154,48,330,,Misdemeanant,No,No,No,No,Yes,58.33,238,41.76,170,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NR,NR,2,2,4,4,NR,No,3,critical,critical,serious,serious,NI,low,low,moderate
16,Hiday et al.,2016,arrests,mean arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,40.7,NR,NR,NR,14,NR,24,1.64,1.18,NR,390.32,5712,238,2.32,1.87,NR,1593.84,16488,687,NR,NR,NR,NR,24,Treatment Exit,Post,4,NR,24,24,0.42,0.86,NR,99.96,5712,238,1.16,1.64,NR,796.92,16488,687,26,60,NR,NR,,Misdemeanant,No,No,No,No,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,NR,NR,2,NR,4,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
17,Hiday et al.,2015,arrests,mean arrests,Yes,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.4,11,40.7,11.6,50,63,10,7,12,1.38,0.82,NR,563.04,4896,408,1.67,1.08,NR,1147.29,8244,687,98.28,408,99.27,687,12,Treatment Exit,Post,4,NR,12,12,0.38,0.73,NR,155.04,4896,408,0.6,0.96,NR,412.2,8244,687,27.5,408,37.3,687,,Misdemeanant,No,No,No,No,Yes,58.3,238,41.67,170,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,2,2,4,4,NR,No,3,critical,critical,critical,moderate,NI,moderate,moderate,moderate
17,Hiday et al.,2015,arrests,mean arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,40.7,11.6,NR,NR,14,NR,12,1.32,0.76,NR,314.16,2856,238,1.67,1.08,NR,1147.29,8244,687,NR,NR,NR,NR,12,Treatment Exit,Post,4,NR,12,12,0.21,0.48,NR,49.98,2856,238,0.6,0.96,NR,412.2,8244,687,41.2,238,NR,NR,,Misdemeanant,No,No,No,No,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,Hiday,Quasi-experimental,Pre,No,Multiple,No,No,No,NR,No,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,NR,NR,2,NR,4,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
18,Kissick et al.,2013,arrests,mean arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35,NR,35,NR,51,53,25,25,24,1.69,NR,NR,478.27,6792,283,1.6,NR,NR,892.8,13392,558,NR,NR,NR,NR,24,Enrolment,During,18,16.24,7.76,NR,0.26,NR,NR,53.56,4944,206,0.68,NR,NR,363.12,12816,534,NR,NR,NR,NR,,Felon,No,No,Yes,Yes,Yes,49.12,139,34.28,97,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,Yes,Yes,NR,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,relapse prevention,NR,5,NR,21,1,Yes,Yes,4,serious,serious,moderate,low,NI,serious,low,moderate
18,Kissick et al.,2013,arrests,mean arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,35,NR,53,NR,29,NR,24,1.36,NR,NR,189.04,3336,139,1.6,NR,NR,892.8,13392,558,NR,NR,NR,NR,24,Enrolment,During,18,18.01,5.99,NR,0.11,NR,NR,12.76,2784,116,0.67,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,Yes,Yes,NR,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,relapse prevention,NR,5,NR,21,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
18,Kissick et al.,2013,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35,NR,35,NR,51,53,25,25,24,0.84,NR,NR,236.72,6792,283,0.86,NR,NR,479.88,13392,558,NR,NR,NR,NR,24,Enrolment,During,18,16.24,7.76,NR,0.06,NR,NR,12.36,4944,206,0.2,NR,NR,106.8,12816,534,NR,NR,NR,NR,,Felon,No,No,Yes,Yes,Yes,49.12,139,34.28,97,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,Yes,Yes,NR,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,relapse prevention,NR,5,NR,21,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
18,Kissick et al.,2013,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,37,NR,35,NR,53,NR,29,NR,24,0.8,NR,NR,111.2,3336,130,0.86,NR,NR,479.88,13392,558,NR,NR,NR,NR,24,Enrolment,During,18,18.01,5.99,NR,0.02,NR,NR,2.32,2784,116,0.2,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,Yes,Yes,NR,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,relapse prevention,NR,5,NR,21,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
19,Kissick et al.,2015,arrests,mean arrests,No,Family DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,30,NR,21,7,83,78,24,1.28,NR,NR,83.2,1560,65,1.03,NR,NR,62.83,1464,61,NR,NR,NR,NR,24,Enrolment,During,14,11.8,12.2,NR,0.53,NR,NR,23.85,1080,45,0.66,NR,NR,33,1200,50,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,No,63.08,41,23.08,15,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,Yes,Yes,Yes,5,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,health education,Hope center,5,NR,10,7,Yes,Yes,4,serious,serious,serious,low,NI,serious,low,moderate
19,Kissick et al.,2015,arrests,mean arrests,No,Family DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,30,NR,20,NR,88,NR,24,1.56,NR,NR,63.96,984,41,1.03,NR,NR,62.83,1464,61,NR,NR,NR,NR,24,Enrolment,During,14,17.78,6.22,NR,0.21,NR,NR,6.93,792,33,0.66,NR,NR,33,1200,50,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,Yes,Yes,Yes,5,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,health education,Hope center,5,NR,10,7,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
19,Kissick et al.,2015,arrests,mean arrests,No,Family DC,retrospective,retrospective treatment,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,30,NR,86,7,81,78,24,1.41,NR,NR,119.85,2040,85,1.03,NR,NR,62.83,1464,61,NR,NR,NR,NR,24,Enrolment,During,14,11.8,12.2,NR,0.94,NR,NR,75.2,1920,80,0.66,NR,NR,33,1200,50,NR,NR,NR,NR,,Felony/Misdemeanor,Yes,Yes,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,Yes,Yes,Yes,5,Yes,Yes,Yes,Graduated,Yes,Yes,Weekly,initial phases,frequent,frequent,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,health education,NR,5,NR,5,7,No,No,3,critical,critical,serious,low,NI,serious,low,moderate
20,Mackin et al.,2009a,arrests,mean arrests,Yes,DUIC,standard,None Reported,Graduates/Failures,2.2,NR,41,3.36,NR,98,NR,NR,NR,NR,38,NR,36,NR,88,84,83,84,24,0.32,NR,NR,13.12,984,41,0.41,NR,NR,41.16,2352,98,9,11,36,59,24,Enrolment,During,18,13.59,10.41,NR,0.31,NR,NR,3.41,264,11,0.65,NR,NR,38.35,1416,59,0,11,37,59,,Not reported,No,No,NR,No,Yes,56.67,17,43.33,13,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,interlock,probation,4,1,4,1,No,No,4,critical,serious,serious,moderate,NI,critical,low,moderate
20,Mackin et al.,2009a,arrests,mean arrests,Yes,DUIC,standard,None Reported,Graduates,NR,NR,NR,3.36,NR,98,NR,NR,NR,NR,40,NR,36,NR,82,NR,88,NR,24,0,NR,NR,0,168,7,0.51,NR,NR,NR,NR,NR,0,7,NR,NR,24,Enrolment,During,18,16.67,7.33,NR,0,NR,NR,0,168,7,0.72,NR,NR,NR,NR,NR,0,7,NR,NR,,Not reported,No,No,NR,No,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,interlock,probation,4,1,4,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
20,Mackin et al.,2009a,arrests,mean DUI arrests,Yes,DUIC,standard,None Reported,Graduates/Failures,2.41,NR,41,2.49,NR,98,NR,NR,NR,NR,38,NR,36,NR,88,84,83,84,24,1.95,NR,NR,79.85,984,41,2.22,NR,NR,217.56,2352,98,100,11,100,59,24,Enrolment,During,18,13.59,10.41,NR,0.61,NR,NR,6.71,264,11,1.21,NR,NR,71.39,1416,59,46,11,59,59,,Not reported,No,No,NR,No,Yes,56.67,17,43.33,13,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,interlock,probation,4,1,4,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
20,Mackin et al.,2009a,arrests,mean DUI arrests,Yes,DUIC,standard,None Reported,Graduates,1.76,NR,17,2.49,NR,98,NR,NR,NR,NR,40,NR,36,NR,82,NR,88,NR,24,1.86,NR,NR,13.02,168,7,2.2,NR,NR,NR,NR,NR,100,7,NR,NR,24,Enrolment,During,18,16.67,7.33,NR,0.29,NR,NR,2.03,168,7,1.2,NR,NR,NR,NR,NR,29,7,NR,NR,,Not reported,No,No,NR,No,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,interlock,probation,4,1,4,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
21,Mackin et al.,2009b,arrests,mean arrests,Yes,DUIC,standard,None Reported,Graduates/Failures,1.3,NR,66,1.61,NR,55,NR,NR,NR,NR,37,NR,34,NR,77,80,71,76,24,0.26,NR,NR,17.16,1584,66,0.38,NR,NR,20.9,1320,55,18,38,27,52,24,Enrolment,During,12,14.86,9.14,NR,0.17,NR,NR,6.8,960,40,0.4,NR,NR,15.6,936,39,11,38,30,52,,Not reported,No,No,NR,No,No,84.78,39,15.22,7,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,case manager,probation,2,1,5,1,No,No,4,serious,serious,serious,moderate,NI,serious,low,moderate
21,Mackin et al.,2009b,arrests,mean arrests,Yes,DUIC,standard,None Reported,Graduates,NR,NR,NR,1.61,NR,55,NR,NR,NR,NR,39,NR,34,NR,79,NR,64,NR,24,0.23,NR,NR,7.13,744,31,0.35,NR,NR,18.2,1248,52,16,31,NR,NR,24,Enrolment,During,12,15.29,8.71,NR,0.1,NR,NR,3.1,744,31,0.41,NR,NR,21.32,1248,52,7,31,NR,NR,,Not reported,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,case manager,probation,2,1,5,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
21,Mackin et al.,2009b,arrests,mean DUI arrests,Yes,DUIC,standard,None Reported,Graduates/Failures,1.56,NR,66,1.44,NR,55,NR,NR,NR,NR,37,NR,34,NR,77,80,71,76,24,1.26,NR,NR,47.88,912,38,1.38,NR,NR,51.06,888,37,95,38,100,37,24,Enrolment,During,12,14.86,9.14,NR,0.16,NR,NR,6.08,912,38,0.05,NR,NR,1.85,888,37,13,38,5,37,,Not reported,No,No,NR,No,No,84.78,39,15.22,7,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,case manager,probation,2,1,5,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
21,Mackin et al.,2009b,arrests,mean DUI arrests,Yes,DUIC,standard,None Reported,Graduates,NR,NR,NR,1.44,NR,55,NR,NR,NR,NR,39,NR,34,NR,79,NR,64,NR,24,1.39,NR,NR,43.09,744,31,NR,NR,NR,51.06,888,37,100,31,NR,NR,24,Enrolment,During,12,15.29,8.71,NR,0.06,NR,NR,1.86,744,31,0.05,NR,NR,1.85,888,37,7,31,NR,NR,,Not reported,No,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,case manager,probation,2,1,5,1,No,No,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
22,Mackin et al.,2009c,arrests,mean arrests,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,33,NR,33,NR,54,56,94,91,24,1.94,NR,NR,93.12,1152,48,1.65,NR,NR,145.2,2112,88,100,48,100,88,24,Enrolment,During,24,15.45,8.55,NR,0.43,NR,NR,14.19,792,33,0.81,NR,NR,71.28,2112,88,30,33,48,88,,Felon,No,No,No,No,No,36.36,12,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,self-help,NR,4,NR,10,1,Yes,Yes,4,critical,serious,moderate,moderate,NI,critical,low,serious
22,Mackin et al.,2009c,arrests,mean arrests,Yes,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,NR,NR,56,NR,87,NR,24,2.31,NR,NR,36.96,384,16,NR,NR,NR,NR,NR,NR,100,12,NR,NR,24,Enrolment,During,24,20.84,3.16,NR,0.17,NR,NR,2.04,288,12,NR,NR,NR,NR,NR,NR,17,12,NR,NR,,Felon,No,No,No,No,No,100,12,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,self-help,NR,4,NR,10,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
22,Mackin et al.,2009c,arrests,mean drug arrests,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,33,NR,33,NR,54,56,94,91,24,0.98,NR,NR,47.04,1152,48,0.75,NR,NR,66,2112,88,NR,NR,NR,NR,24,Enrolment,During,24,15.45,8.55,NR,0.17,NR,NR,5.61,792,33,0.31,NR,NR,27.28,2112,88,NR,NR,NR,NR,,Felon,No,No,No,No,No,36.36,12,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,self-help,NR,4,NR,10,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
